date,pd,lgd,ead,stage,ecl
2019-01-01 00:00:00.000000,0.1120620984248637,0.2588066266976625,12684.018635422188,1,370.5565656132453
2019-01-01 02:06:12.398895,0.19338928204933317,0.4721609921155355,2588.226262024467,2,238.80176277102268
2019-01-01 04:12:24.797791,0.059931702031376946,0.2615388720021804,5493.018599082097,1,86.71357958350771
2019-01-01 06:18:37.196687,0.05481461506411299,0.4645538269115742,3278.0433220571285,1,83.68208985281089
2019-01-01 08:24:49.595583,0.06248355335412011,0.462806115439777,38422.83523063795,1,1126.2838792377333
2019-01-01 10:31:01.994479,0.12388914732128957,0.3439828370841683,4674.964355038566,1,200.7304495395192
2019-01-01 12:37:14.393375,0.13241979733164574,0.06658153517845089,2107.3834524481836,1,18.75356568350766
2019-01-01 14:43:26.792271,0.04879051618321934,0.28425670953411175,1589.8821984546787,1,22.256925057594948
2019-01-01 16:49:39.191167,0.03216060220565939,0.3713800570301844,3940.407808356529,1,47.52334973293413
2019-01-01 18:55:51.590063,0.07402048662279137,0.5574608257217547,11717.182780175404,1,489.3277366596081
2019-01-01 21:02:03.988959,0.05481753670941821,0.18182933591321726,20359.931854650513,1,201.94536858223276
2019-01-01 23:08:16.387855,0.05443418315182638,0.4080627181970127,5902.831840495959,1,130.60637392054318
2019-01-02 01:14:28.786751,0.07229827934132042,0.49493904386454557,20589.951770781674,3,746.2455009544037
2019-01-02 03:20:41.185647,0.035118694173673935,0.5252803560523409,7873.229216545724,1,145.97561027771147
2019-01-02 05:26:53.584543,0.04486379310803062,0.5190966308145019,6316.617960701115,1,146.8674644138499
2019-01-02 07:33:05.983439,0.15245410867883644,0.5302681809682472,11287.297730397968,3,909.0436543543866
2019-01-02 09:39:18.382335,0.1121246182577844,0.3094025665658372,16821.40901555507,1,579.8604679750374
2019-01-02 11:45:30.781231,0.09154859826061913,0.8667438851129569,4676.532517066624,3,371.01909066301243
2019-01-02 13:51:43.180127,0.05287103571829859,0.5600804399438023,2646.308984764366,1,78.41776084363043
2019-01-02 15:57:55.579023,0.11249066421736872,0.6600412592611782,9655.974548646558,1,722.5360173595568
2019-01-02 18:04:07.977919,0.15284913091190097,0.501232778290124,8949.666100399289,1,681.4226034805116
2019-01-02 20:10:20.376815,0.12395024376140382,0.5038781962088772,4659.581139470716,3,292.77503378925326
2019-01-02 22:16:32.775711,0.02330346988641036,0.39611679390409016,21561.876981512465,1,201.42965433317158
2019-01-03 00:22:45.174606,0.038602591044144846,0.3286047190741087,1521.046295536877,1,19.5514816789915
2019-01-03 02:28:57.573502,0.11400532562585339,0.3375304514360261,14514.411102810356,1,568.3618803115613
2019-01-03 04:35:09.972398,0.13421262833954412,0.4619710986095982,14820.058489015228,1,918.4471083417376
2019-01-03 06:41:22.371294,0.04879055916934646,0.3601888901508752,4476.209238575851,1,79.09620419267462
2019-01-03 08:47:34.770190,0.09852425477658006,0.5027760133189654,3520.9699436791475,1,174.39169622686242
2019-01-03 10:53:47.169086,0.047010491437403455,0.18487704173288,15746.262408593697,1,138.77682893138257
2019-01-03 12:59:59.567982,0.14844213807447093,0.4311655841023122,10052.829413783726,1,638.9432240181118
2019-01-03 15:06:11.966878,0.003290323946534678,0.45600776411804234,17377.003301300414,1,26.157524050020626
2019-01-03 17:12:24.365774,0.14185384933411718,0.8206656318585792,3862.618003712074,1,449.17781402919115
2019-01-03 19:18:36.764670,0.10296448221986705,0.3799542859347391,7144.024753927386,1,278.8492430661554
2019-01-03 21:24:49.163566,0.055937951600250536,0.39711821858028973,14484.911791698687,1,325.8919239371678
2019-01-03 23:31:01.562462,0.12095386185903771,0.15183197750542576,2060.5270723551002,1,37.13605561303546
2019-01-04 01:37:13.961358,0.02045564301783,0.6546263942439938,7465.709155312427,1,99.98282796708754
2019-01-04 03:43:26.360254,0.09338637288324574,0.44215496114003494,6760.844434912199,1,284.11932895064353
2019-01-04 05:49:38.759150,0.2263236247572994,0.19219092417840078,7626.41162717294,2,328.8442478592933
2019-01-04 07:55:51.158046,0.16843093823410976,0.7155408643412222,6096.82100970016,1,728.895692277805
2019-01-04 10:02:03.556942,0.03561391939483953,0.6113175792413565,26020.34737013305,1,570.4053172977913
2019-01-04 12:08:15.955838,0.020009663134351593,0.5217154614836768,6733.847904591523,1,71.61702698854049
